vertiport,long,lat,num_vertihubs,vertihub_0
0,-87.86793513775183,42.113022941897285,1,7
1,-87.98367833524149,41.75537922220125,1,7
2,-88.99686409072602,42.43145284322427,1,0
3,-87.0086588734345,41.3198020160122,1,4
4,-87.70693467302983,41.73522239771515,1,1
5,-88.37097785788316,41.721232536769854,1,5
6,-88.70539956720825,42.141602478926124,1,5
7,-88.16020179663309,42.189398720174395,1,7
8,-88.94079443980563,41.46023056898325,1,6
9,-88.09527545354213,42.76267280730196,1,2
10,-87.34191359606533,41.54796622989152,1,1
11,-87.75633605623297,41.991456668631585,1,7
12,-87.6211302253781,41.16305298902157,1,1
13,-88.64726587135993,42.63116694200247,1,0
14,-88.11316986125115,41.45092497862963,1,3
15,-86.5859094383548,41.69005089880658,1,4
16,-88.16850673334386,41.78002546054545,1,7
17,-88.03551284016197,41.93978956448888,1,7
18,-87.85579634923401,42.367622354721185,1,2
19,-88.20906482884745,42.43891922151853,1,2
20,-87.65858175585205,41.50569424699269,1,1
21,-87.69727086868014,41.82577308455332,1,1
22,-89.11245479247846,41.94220108364056,1,0
23,-88.79612907871515,41.231888226858324,1,6
24,-87.56325596747908,41.61628129126393,1,1
25,-89.16041396038806,42.22766762140297,1,0
26,-87.87350072632186,41.94043540758355,1,7
27,-88.27874024102321,42.02545187641108,1,5
28,-88.34215515853428,41.22935250915319,1,3
29,-88.31457347926397,42.213391421719024,1,5
30,-88.6548466109846,41.54385921397686,1,6
31,-87.87289819874181,42.636709447720094,1,2
32,-87.98100029816665,42.064769023045784,1,7
33,-87.80377705744377,41.71229612412628,1,1
34,-87.0631740143773,41.60642916133365,1,4
35,-88.02850103731211,42.29000456473895,1,2
36,-88.48702335596346,42.63191058900522,1,2
37,-87.80085421560597,41.92598688802477,1,7
38,-87.64411982771573,41.887867114854586,1,7
39,-87.59997908644137,41.77970419164125,1,1
40,-88.3342536928323,41.91065658979721,1,5
41,-88.89668915358578,42.20214953762721,1,0
42,-87.49310314521928,41.37301134632819,1,1
43,-87.81488249480529,41.27579960378937,1,3
44,-88.76531639881442,41.93447241904767,1,5
45,-87.73454168067234,41.49852123835905,1,1
46,-88.03199541806127,41.523752487472926,1,3
47,-88.11337546792276,41.541919986385814,1,3
48,-87.876123230609,41.790724174592555,1,7
49,-88.55978197956372,42.284011206942736,1,5
50,-89.30947026994882,42.43684928676612,1,0
51,-88.06504204309451,42.04526649116986,1,7
52,-88.60538322759226,42.465333663225195,1,0
53,-88.01971478002302,42.514477150410514,1,2
54,-87.86122498365259,42.285058099741576,1,7
55,-87.25034473783906,41.33778895142386,1,4
56,-88.11522753455655,41.89425934269978,1,7
57,-86.95092167064352,41.4835847748581,1,4
58,-88.24158795632277,42.735677017323596,1,2
59,-86.84040751116876,41.70516789864469,1,4
60,-87.81972613489303,41.15405681615805,1,3
61,-87.73583085264117,42.07115318605323,1,7
62,-87.87140650332566,41.527276966449826,1,1
63,-87.69065931671413,42.02113692340972,1,7
64,-88.29862888984536,41.75644159856311,1,5
65,-88.53158946119899,41.81508084319589,1,5
66,-88.08875541527946,41.78469481039647,1,7
67,-88.03055632616046,42.13079286545391,1,7
68,-88.43822913040682,41.398428071449054,1,3
69,-89.08978658006023,41.5695546082598,1,6
70,-87.9824906743011,41.17278321674171,1,3
71,-88.70198014004426,42.786323457310665,1,0
