vertiport,long,lat,vertihub
388,-88.1627603224753,41.35573546917529,1094
389,-88.10180477112196,41.891698545745314,306
390,-87.9367472315398,42.100704718108624,652
391,-87.8763464958275,42.2471919019973,1929
392,-87.64055646726791,41.3187788147557,369
393,-88.36839117402545,41.79545446486475,1780
394,-88.2186934916018,42.484308822554105,589
395,-88.6766330360989,42.26244907982421,19
396,-87.8139777795574,41.3172647035285,99
397,-88.5701969243903,42.5605322605549,999
398,-88.4769508078342,41.7322853099203,983
399,-88.8848933495563,41.761086310512205,173
400,-87.66456486332746,41.50896210466204,320
401,-88.9595814411969,42.1956455097779,1252
402,-87.7229565223741,41.96098072526546,1968
403,-89.1374832367838,41.5625066879804,127
404,-88.6304548506657,41.9591755115411,972
405,-88.99606442506919,41.6720665045636,192
406,-88.6583468144947,41.849731599403796,361
407,-88.54074274877459,41.5010657821841,112
408,-88.76435959507359,41.58724684713779,356
409,-87.4489143517257,41.275457752872796,430
410,-88.07543179872441,41.058082833548106,139
411,-87.9832545105715,42.7351379433254,543
412,-87.63589950282176,41.8133665168072,1765
413,-88.16805727780199,42.5679863741548,145
414,-88.9911948392552,41.4113577198704,115
415,-88.19630530679294,41.740031443893,1677
416,-87.75247812186666,42.022691209430796,1314
417,-88.0996757906166,42.00462822211465,1613
418,-87.57474683431735,41.705824990720956,1051
419,-88.99794859274441,41.760307468138706,363
420,-87.91436930249989,42.37094106288265,288
421,-88.7657491463862,41.674407709861,371
422,-87.98863306975115,41.92434657235438,1611
423,-87.8700412027743,41.8316419158923,1485
424,-87.8683132726442,41.0767031654978,1353
425,-88.8363699116399,41.1790225797959,148
426,-88.5013863944787,42.2187663459837,98
427,-87.56544756311251,41.143020318145794,785
428,-87.29707330152522,41.478340683022104,1285
429,-87.79905180011791,41.1922547143412,1226
430,-88.33115525567862,42.00421093392134,1550
431,-87.691199304022,41.14203107775229,531
432,-88.34955006482241,41.7665984848833,1805
433,-89.3686540357637,42.3109069459976,876
434,-86.8747145341901,41.7095223586828,1543
435,-87.76120097318599,41.48434073755915,1753
436,-86.64368781673599,41.471664673948204,304
437,-88.06220963026179,41.90336035425275,1642
438,-87.8175842049126,42.370874857247955,901
439,-87.58293582246841,41.79131154032468,1449
440,-88.6440792870417,41.1512253415533,411
441,-87.65778305292275,41.93470987970222,1800
442,-87.71271582576662,41.77151346219318,555
443,-88.12121247197359,41.85853132147723,1904
444,-87.73197612472696,41.6783025846901,1482
445,-87.96911985707715,41.99321037316065,1599
446,-87.77911399959663,41.5660340446494,123
447,-86.6700876299061,41.5835767939436,742
448,-88.55997418910191,42.3493897447123,157
449,-89.0393429836126,42.3981081188729,1211
450,-88.88070059200692,42.10926677170389,143
451,-88.52875550230141,41.1519813010266,160
452,-88.8752129529074,41.324058406537496,1245
453,-87.66557601211198,41.605216298272,1732
454,-87.92760045358823,41.8109996915597,1741
455,-88.5344918400417,41.326576204381,324
456,-88.06215760074659,42.4844835839219,1430
457,-88.2180862273487,42.2850409866446,910
458,-88.3932360781332,42.5164869673967,460
459,-87.64064294233889,41.89301904531757,1986
460,-88.21869647432051,42.777920071132,681
461,-88.12010703746373,41.78930167891272,1730
462,-88.02086718122585,41.746409117694746,1939
463,-87.88749903975307,41.775425650526365,1884
464,-88.88506738814051,41.9356582665503,407
465,-88.4137546816031,42.3128591812605,1135
466,-87.0753799600453,41.412943830273704,281
467,-88.67657361570922,42.392926237126204,556
468,-87.73072848869806,41.71005431305724,1769
469,-88.3114990621995,41.50515828864361,390
470,-87.69066326621792,42.0389895230503,1963
471,-87.9301420034515,41.6902759741422,1040
472,-87.78508616139342,41.60682037784534,1759
473,-88.68409429734172,41.5653542744549,939
474,-87.70900597700472,41.98656878367612,265
475,-89.25133224779628,42.268709255893995,827
476,-89.1447442672477,41.352634715572904,730
477,-88.681810947057,41.4779958994435,980
478,-88.99002641565241,41.1490850853073,509
479,-88.3602926691182,42.0569963942092,993
480,-87.8550777404711,42.566330442920105,33
481,-88.21860440256991,42.2270063392817,236
482,-88.5598407397657,42.476106167534,311
483,-88.33710168633759,42.7774926237419,440
484,-87.83781040528079,41.9975375724422,1947
485,-88.07295320700764,42.10323486504637,1541
486,-88.99886054838561,42.0215020068519,391
487,-88.6017683375539,42.799368697508704,402
488,-88.20318458125479,42.0568235887542,966
489,-89.0771386601848,42.28168863852479,1364
490,-88.10934028705744,41.487214739691105,1586
491,-88.2189249264039,42.139343028692004,1173
492,-87.65257901019262,41.6448967780194,289
493,-87.1047947501957,41.5356327387115,1425
494,-87.9307459599525,41.359292722740506,671
495,-88.6290502362277,42.5166820700174,967
496,-87.98215312075969,42.82216317379571,250
497,-87.7784425271197,41.84526862600035,116
498,-87.9739469442454,42.262307143285064,1600
499,-88.1846159672394,41.1590068704558,286
500,-88.4521647684268,41.436832730678894,844
501,-88.2036514295035,41.9438955775336,1002
502,-86.84715946766741,41.5404965868536,764
503,-87.7884107097967,41.77391957122622,370
504,-89.07317249887751,41.9048748088794,1244
505,-88.12931084552031,42.626034668810796,503
506,-88.13776694327476,42.050319738706236,1620
507,-88.21819536001091,42.3431767641391,521
508,-87.89327927592623,42.04356078379232,1486
509,-87.8292141553678,41.019025813908,792
510,-87.0191825315932,41.6292288243361,212
511,-88.7634955569846,42.453464383275204,393
512,-88.62141960256581,41.3473416704448,165
513,-87.7484132682242,41.87795388346665,487
514,-89.1084618087686,41.4976404550507,463
515,-87.7828579837463,42.7927853771775,1633
516,-87.78621652237888,41.91856037950218,1916
517,-88.7591018255834,42.7695801071159,1313
518,-87.67125965952613,41.86857146880502,805
519,-87.25045800183071,41.2439134208394,544
520,-88.09955011003281,41.226190077118794,757
521,-87.89308425266451,41.658766407982505,1110
522,-88.27296412167458,42.0342396137057,1595
523,-88.10176628273051,42.16854115911829,1224
524,-87.94941261832969,41.96457825953475,1497
525,-88.482244729624,42.5973844634522,923
526,-87.0668339581226,41.592898557686,1464
527,-88.48387349364842,42.7997499995165,266
528,-88.559107505051,42.088288583691295,919
529,-89.2276155142643,42.3338892383209,403
530,-88.63101952920759,41.7409917985338,907
531,-88.77146192213941,41.8490874288878,307
532,-87.71706798721628,41.89029562339178,1514
533,-88.87765558271299,41.586299404639895,93
534,-87.7036814898861,41.542531614503545,1675
535,-86.6419603125785,41.727087405704495,518
536,-87.9558493827322,42.149066398439686,1619
537,-88.73487097375478,42.131721982315,796
538,-87.72236627374521,41.251931882442996,501
539,-88.20154234296379,41.5939643918856,1282
540,-88.01473957082501,42.057717204277,1074
541,-88.0062834718869,41.5691786380196,1105
542,-87.673191923496,42.01689889673793,377
543,-87.01734736471771,41.3690714121733,92
544,-89.10965371156429,41.671656483434795,25
545,-87.2980379762698,41.5656661276232,758
546,-88.13881385323425,41.945044338151405,1591
547,-87.45189304736479,41.5665663643261,1171
548,-86.542217561808,41.645494046383,510
549,-89.0854454717709,42.085387725925,105
550,-87.81174584591854,42.398989554865,1409
551,-87.4130616927609,41.5079962808011,65
552,-88.76386642731511,42.197152550206596,81
553,-88.30009320902529,41.156778554801,496
554,-87.81906614983981,41.87201047059465,1924
555,-87.76865582228024,42.0365238324953,301
556,-87.88854174006886,41.899875472671795,1998
557,-88.2917781905996,41.8550370365587,285
558,-87.4118111342229,41.4207220297404,794
559,-88.96021356689909,42.3119410710448,506
560,-88.99940905981951,42.3697121567465,1442
561,-88.4259399841017,41.5901227896262,528
562,-88.68820302293942,42.603281323079,648
563,-88.3738626219186,42.168449011391395,1436
564,-87.71451175896559,41.0632995095197,354
565,-87.8950310718088,42.7124763552535,1164
566,-88.57641924182501,42.0034749056261,598
567,-88.77227024553801,42.0230328217467,468
568,-88.618469229878,42.4366204620814,981
569,-87.190809628252,41.61902822197629,1383
570,-88.3088235582934,41.417862275211505,452
571,-88.7175813876265,42.5370995887089,609
572,-88.5998155042565,42.625881305304,520
573,-88.5213745373188,42.6264488339225,633
574,-88.87585682161829,41.4991099057306,432
575,-88.76383101034972,42.3713425277651,130
576,-88.17897104077579,42.430003029840606,902
577,-88.35938473781842,41.8537677388875,1059
578,-87.82075010584583,41.919592188195466,51
579,-88.3355121284667,42.3711874448759,649
580,-87.9300230202794,41.599973541995205,1168
581,-87.9334446470804,42.5673386561139,1122
582,-87.98046274411008,41.0154237130323,434
583,-87.94925205189318,42.049118624753376,456
584,-88.10177127349291,42.4299519480085,1134
585,-88.6602463635047,42.024650357064296,1375
586,-87.8495469338484,41.51369083915429,1235
587,-88.39395267251759,42.64750313216,79
588,-88.1593738774983,42.691013269609705,599
589,-88.54341276165371,41.5881823991704,351
590,-86.79684852951651,41.679527869523895,683
591,-87.807087766123,41.6896866602856,815
592,-88.0470215283899,41.358062782362204,773
593,-86.9882869926371,41.4780781118675,50
594,-88.7603260839243,41.2374781412453,433
595,-87.62666820282726,41.6009462633154,1664
596,-88.4634907146235,42.00485697075,832
597,-87.498205174802,41.3629941208177,1192
598,-87.10088000001178,41.3122584794641,268
599,-89.076854339772,42.1943798749986,495
600,-87.7996326173003,42.130816186468536,308
601,-86.7575733109543,41.475279536736394,527
602,-87.89885829471396,41.92528043505526,1749
603,-87.6838247138551,41.48430920058677,1034
604,-88.1401453942101,42.3137336281588,314
605,-88.5014458840442,42.349114839049,869
606,-88.27634425464451,41.309712888175895,803
607,-86.7823238893826,41.3187317119321,459
608,-87.76252121396527,41.964229448925934,1095
609,-88.9984898664135,42.166177379303896,780
610,-88.2047221056234,41.6806379828751,769
611,-87.85129511616815,41.8521968691648,1926
612,-88.13063951983727,41.540568732623896,48
613,-87.06580859936459,41.4782310370719,606
614,-87.89489578435271,42.34163950009205,801
615,-87.84090680354096,41.5431934869324,1554
616,-87.69656320413928,41.8045704781767,1303
617,-88.57461236486179,41.653315373283,707
618,-89.3705666851928,42.4402961939305,239
619,-88.01162365367071,42.6261527246303,464
620,-88.3933998337418,41.3945382001678,782
621,-87.8147199756124,41.360888332245494,917
622,-88.1016337946554,42.255409569623,777
623,-87.8303364382699,41.0768348618951,175
624,-87.67330003382271,41.75750227483471,1689
625,-88.0998929991678,42.821888755303995,903
626,-89.1110485612329,41.8465173560946,295
627,-87.93629333203624,41.89370607755932,291
628,-87.80607191110941,41.426429728081295,1228
629,-87.61392963826785,41.71456780269555,1897
630,-88.9979054771212,42.108087859711,428
631,-88.1018752362783,42.3134570222017,1124
632,-88.3353842666457,42.6471459916639,494
633,-86.8361335284495,41.6511385091965,76
634,-88.73409236587679,41.9073104405697,1248
635,-88.2777819536381,42.7774512146877,895
636,-89.1138214580172,42.020377941184,485
637,-88.44305197160801,42.349100418369396,846
638,-87.9626107389307,41.425146746424,1377
639,-88.03547320305154,42.13079508527257,1751
640,-88.8749188718453,41.1786305965923,1312
641,-87.49792927597109,41.6537692868214,1350
642,-88.25756186441241,42.3430079084742,760
643,-88.06269843008756,41.822817125177664,1604
644,-88.660851851201,41.6745673553953,534
645,-87.458176364431,41.2144183422328,562
646,-88.0239203332943,42.3133176320022,1298
647,-87.69082553625064,41.86287509260337,1577
648,-87.0270417039276,41.4490248070755,1157
649,-87.972080371446,42.476571813167205,826
650,-87.1439959954616,41.5649022981659,1077
651,-88.3462530894271,41.6570410010374,164
652,-87.98287628720051,41.1836700100267,144
653,-88.8811558089181,42.4541993099146,621
654,-88.9604446165687,42.4836091149314,256
