vertiport,long,lat,vertihub
47,-88.11337546792276,41.541919986385814,5
48,-87.876123230609,41.790724174592555,8
49,-88.55978197956372,42.284011206942736,13
50,-89.30947026994882,42.43684928676612,17
51,-88.06504204309451,42.04526649116986,29
52,-88.60538322759226,42.465333663225195,13
53,-88.01971478002302,42.514477150410514,9
54,-87.86122498365259,42.285058099741576,12
55,-87.25034473783906,41.33778895142386,16
56,-88.11522753455655,41.89425934269978,29
57,-86.95092167064352,41.4835847748581,4
58,-88.24158795632277,42.735677017323596,6
59,-86.84040751116876,41.70516789864469,4
60,-87.81972613489303,41.15405681615805,10
61,-87.73583085264117,42.07115318605323,12
62,-87.87140650332566,41.527276966449826,18
63,-87.69065931671413,42.02113692340972,27
64,-88.29862888984536,41.75644159856311,15
65,-88.53158946119899,41.81508084319589,7
66,-88.08875541527946,41.78469481039647,15
67,-88.03055632616046,42.13079286545391,29
68,-88.43822913040682,41.398428071449054,25
69,-89.08978658006023,41.5695546082598,21
70,-87.9824906743011,41.17278321674171,10
71,-88.70198014004426,42.786323457310665,22
72,-89.08960450751917,41.30527956202069,3
73,-87.45329242160473,41.581640950895974,19
74,-88.88610649693378,41.14964259251736,3
75,-87.8207481320645,42.76273024311016,28
76,-87.72611255074227,41.90352677946909,27
77,-87.84276648282963,41.05492032138463,10
78,-87.94095168311317,41.90208846468904,8
79,-89.06526175103663,42.15925085636308,30
80,-88.90950541714425,41.67329136633877,21
81,-88.5118551091727,42.10834118957788,20
82,-87.08617985190712,41.467525806596946,16
83,-87.85001526632655,41.62916859174135,18
84,-88.17016748729166,42.29155520734761,24
85,-87.79229278522611,41.41927351706945,31
86,-87.73086184249566,41.657622778348774,0
87,-87.20610888002498,41.57626361929747,16
88,-88.27244667278964,42.11585933401011,2
89,-88.09219282752926,41.67828129120785,5
90,-88.09583449620376,42.38191913923295,24
91,-88.87693201834918,42.34435807734853,1
92,-87.65569652076749,41.66083866062578,0
93,-87.77806562476417,41.85266035833894,27
94,-87.94224904924258,41.393344011974506,31
95,-88.4564190371608,42.44706248050104,13
96,-88.14538062930393,41.98860008960062,29
97,-87.91334496179329,42.03629485806557,12
98,-87.96461602885925,42.37186047492672,9
99,-87.87122420090292,42.50526532971928,9
100,-88.3955844015108,42.777808752953455,22
101,-88.57678119422238,41.2214319057473,25
102,-87.85568153932336,41.875975426890186,8
103,-88.22592149958693,41.63508941115588,5
104,-88.64369708624697,42.01268768111472,20
105,-87.4062723923771,41.28214814733381,11
106,-86.79196918983438,41.58884136759826,23
107,-88.08670007781245,41.31986259737993,26
108,-87.55280886111719,41.714617708159125,0
109,-87.64052885184798,41.37859944784397,19
110,-88.85866157682881,41.34922649816582,3
111,-86.61382192255118,41.53750011370558,23
112,-88.42203149754769,42.29947262699249,13
113,-88.34588556218797,42.50722441356569,13
114,-87.8336432007332,42.01317189029041,12
115,-87.95687644741061,42.250437085658554,12
116,-87.38583349544861,41.42233244903927,11
117,-87.76961383883153,41.777976738251446,0
118,-87.98437332409479,41.829410237066476,8
119,-87.82854467755081,42.19052790713199,12
120,-88.68679421487182,41.751285968282026,7
121,-87.5668430292812,41.498096457649915,19
122,-89.31086345963129,42.31129985869113,17
123,-88.5062686965762,41.946175586097965,20
124,-88.98422327147831,42.280328053766475,30
125,-87.94285927719048,42.74734184077171,28
126,-87.2440111410022,41.45901447733344,16
127,-88.12722993855334,42.53731091647885,9
128,-87.67891497069493,41.953736434340854,27
129,-89.11704161960587,42.43329443937647,30
130,-87.63355524866942,41.830406986650075,27
131,-88.72896241564662,42.327268080066005,1
132,-86.80987832203168,41.3758458404335,23
133,-88.0571644942783,41.04537939152583,26
134,-88.05970370450635,41.860501140652836,29
135,-87.97511134747518,41.979349625754864,29
136,-88.9416088672925,41.93506515455875,14
137,-87.96958461992568,41.63636459878118,18
138,-88.24621701435572,41.878761008437415,15
139,-89.08250702134417,41.75947537708572,14
140,-88.14699542109432,42.06608789957086,29
141,-88.21797042922205,41.51097100398599,5
142,-88.27404903110136,41.35060600474394,26
143,-88.4912831088968,41.696727117363906,7
144,-87.9385810374403,42.144383870000155,12
145,-87.65815475219601,41.57969578462719,19
146,-86.71904239636766,41.67152907454364,23
147,-87.80323241783692,42.07877724844332,12
148,-88.29885930880582,42.33403284039083,24
149,-88.17104022587958,41.2403662076743,26
150,-88.41681735444975,42.18132804818855,2
151,-88.67339136859465,41.33769329574801,25
152,-88.33865180440796,42.03516400608389,2
153,-86.91959490083153,41.633740524831865,4
154,-87.77211672283897,41.58694008311793,18
155,-88.22802451400743,41.75971033332947,15
156,-88.35111648482447,41.808930233884254,15
157,-89.08790944771316,42.31453818738161,30
158,-87.62018655289056,41.72788934177385,0
159,-88.26458447516653,42.60957658204011,6
